Dates,State,Consumption_MU
2020-11-21,Chhattisgarh,71.8
2020-11-22,Chhattisgarh,71.9
2020-11-23,Chhattisgarh,72.8
2020-11-24,Chhattisgarh,74.6
2020-11-25,Chhattisgarh,74.5
2020-11-26,Chhattisgarh,73.0
2020-11-27,Chhattisgarh,70.0
2020-11-28,Chhattisgarh,72.8
2020-11-29,Chhattisgarh,73.9
2020-11-30,Chhattisgarh,74.1
2020-12-01,Chhattisgarh,74.3
2020-12-02,Chhattisgarh,75.0
2020-12-03,Chhattisgarh,71.8
2020-12-04,Chhattisgarh,77.1
2020-12-05,Chhattisgarh,77.7
2019-01-01,Dadra and Nagar Haveli and Daman and Diu,5.8
2019-01-02,Dadra and Nagar Haveli and Daman and Diu,6.4
2019-01-03,Dadra and Nagar Haveli and Daman and Diu,6.9
2019-01-04,Dadra and Nagar Haveli and Daman and Diu,7.1
2019-01-05,Dadra and Nagar Haveli and Daman and Diu,7.1
2019-01-06,Dadra and Nagar Haveli and Daman and Diu,6.6
2019-01-07,Dadra and Nagar Haveli and Daman and Diu,6.5
2019-01-08,Dadra and Nagar Haveli and Daman and Diu,6.6
2019-01-09,Dadra and Nagar Haveli and Daman and Diu,6.7
2019-01-10,Dadra and Nagar Haveli and Daman and Diu,6.7
2019-01-11,Dadra and Nagar Haveli and Daman and Diu,6.9
2019-01-12,Dadra and Nagar Haveli and Daman and Diu,7.0
2019-01-13,Dadra and Nagar Haveli and Daman and Diu,6.9
2019-01-14,Dadra and Nagar Haveli and Daman and Diu,6.2
2019-01-15,Dadra and Nagar Haveli and Daman and Diu,6.6
2019-01-16,Dadra and Nagar Haveli and Daman and Diu,6.9
2019-01-17,Dadra and Nagar Haveli and Daman and Diu,7.1
2019-01-18,Dadra and Nagar Haveli and Daman and Diu,7.1
2019-01-19,Dadra and Nagar Haveli and Daman and Diu,6.9
2019-01-20,Dadra and Nagar Haveli and Daman and Diu,6.8
2019-01-21,Dadra and Nagar Haveli and Daman and Diu,6.8
2019-01-22,Dadra and Nagar Haveli and Daman and Diu,7.0
2019-01-23,Dadra and Nagar Haveli and Daman and Diu,7.2
2019-01-24,Dadra and Nagar Haveli and Daman and Diu,7.2
2019-01-25,Dadra and Nagar Haveli and Daman and Diu,7.2
2019-01-26,Dadra and Nagar Haveli and Daman and Diu,4.9
2019-01-27,Dadra and Nagar Haveli and Daman and Diu,5.8
2019-01-28,Dadra and Nagar Haveli and Daman and Diu,6.9
2019-01-29,Dadra and Nagar Haveli and Daman and Diu,5.5
2019-01-30,Dadra and Nagar Haveli and Daman and Diu,7.0
2019-01-31,Dadra and Nagar Haveli and Daman and Diu,7.0
2019-02-01,Dadra and Nagar Haveli and Daman and Diu,7.0
2019-02-02,Dadra and Nagar Haveli and Daman and Diu,7.1
2019-02-03,Dadra and Nagar Haveli and Daman and Diu,6.7
2019-02-04,Dadra and Nagar Haveli and Daman and Diu,7.0
2019-02-05,Dadra and Nagar Haveli and Daman and Diu,7.4
2019-02-06,Dadra and Nagar Haveli and Daman and Diu,7.4
2019-02-07,Dadra and Nagar Haveli and Daman and Diu,7.3
2019-02-08,Dadra and Nagar Haveli and Daman and Diu,7.2
2019-02-09,Dadra and Nagar Haveli and Daman and Diu,7.1
2019-02-10,Dadra and Nagar Haveli and Daman and Diu,6.7
2019-02-11,Dadra and Nagar Haveli and Daman and Diu,6.9
2019-02-12,Dadra and Nagar Haveli and Daman and Diu,7.1
2019-02-13,Dadra and Nagar Haveli and Daman and Diu,7.2
2019-02-14,Dadra and Nagar Haveli and Daman and Diu,7.2
2019-02-15,Dadra and Nagar Haveli and Daman and Diu,7.3
2019-02-16,Dadra and Nagar Haveli and Daman and Diu,7.3
2019-02-17,Dadra and Nagar Haveli and Daman and Diu,6.7
2019-02-18,Dadra and Nagar Haveli and Daman and Diu,6.9
2019-02-19,Dadra and Nagar Haveli and Daman and Diu,7.2
2019-02-20,Dadra and Nagar Haveli and Daman and Diu,7.3
2019-02-21,Dadra and Nagar Haveli and Daman and Diu,7.2
2019-02-22,Dadra and Nagar Haveli and Daman and Diu,7.2
2019-02-23,Dadra and Nagar Haveli and Daman and Diu,7.1
2019-02-24,Dadra and Nagar Haveli and Daman and Diu,6.5
2019-02-25,Dadra and Nagar Haveli and Daman and Diu,6.7
2019-02-26,Dadra and Nagar Haveli and Daman and Diu,6.9
2019-02-27,Dadra and Nagar Haveli and Daman and Diu,7.2
2019-02-28,Dadra and Nagar Haveli and Daman and Diu,7.2
2019-03-01,Dadra and Nagar Haveli and Daman and Diu,7.1
2019-03-02,Dadra and Nagar Haveli and Daman and Diu,7.2
2019-03-03,Dadra and Nagar Haveli and Daman and Diu,7.0
2019-03-04,Dadra and Nagar Haveli and Daman and Diu,5.8
2019-03-05,Dadra and Nagar Haveli and Daman and Diu,6.7
2019-03-06,Dadra and Nagar Haveli and Daman and Diu,7.5
2019-03-07,Dadra and Nagar Haveli and Daman and Diu,7.5
2019-03-08,Dadra and Nagar Haveli and Daman and Diu,7.5
2019-03-09,Dadra and Nagar Haveli and Daman and Diu,7.6
2019-03-10,Dadra and Nagar Haveli and Daman and Diu,7.2
2019-03-11,Dadra and Nagar Haveli and Daman and Diu,7.2
2019-03-12,Dadra and Nagar Haveli and Daman and Diu,7.5
2019-03-13,Dadra and Nagar Haveli and Daman and Diu,7.5
2019-03-14,Dadra and Nagar Haveli and Daman and Diu,7.5
2019-03-15,Dadra and Nagar Haveli and Daman and Diu,7.4
2019-03-16,Dadra and Nagar Haveli and Daman and Diu,7.3
2019-03-17,Dadra and Nagar Haveli and Daman and Diu,7.2
2019-03-18,Dadra and Nagar Haveli and Daman and Diu,7.3
2019-03-19,Dadra and Nagar Haveli and Daman and Diu,7.5
2019-03-20,Dadra and Nagar Haveli and Daman and Diu,7.4
2019-03-21,Dadra and Nagar Haveli and Daman and Diu,4.1
2019-03-22,Dadra and Nagar Haveli and Daman and Diu,5.4
2019-03-23,Dadra and Nagar Haveli and Daman and Diu,7.3
2019-03-24,Dadra and Nagar Haveli and Daman and Diu,7.2
2019-03-25,Dadra and Nagar Haveli and Daman and Diu,7.3
2019-03-26,Dadra and Nagar Haveli and Daman and Diu,7.4
2019-03-27,Dadra and Nagar Haveli and Daman and Diu,7.5
2019-03-28,Dadra and Nagar Haveli and Daman and Diu,7.5
2019-03-29,Dadra and Nagar Haveli and Daman and Diu,7.2
2019-03-30,Dadra and Nagar Haveli and Daman and Diu,7.2
2019-03-31,Dadra and Nagar Haveli and Daman and Diu,6.7
2019-04-01,Dadra and Nagar Haveli and Daman and Diu,6.5
2019-04-02,Dadra and Nagar Haveli and Daman and Diu,7.0
2019-04-03,Dadra and Nagar Haveli and Daman and Diu,7.3
2019-04-04,Dadra and Nagar Haveli and Daman and Diu,7.5
2019-04-05,Dadra and Nagar Haveli and Daman and Diu,7.4
2019-04-06,Dadra and Nagar Haveli and Daman and Diu,7.5
2019-04-07,Dadra and Nagar Haveli and Daman and Diu,7.4
2019-04-08,Dadra and Nagar Haveli and Daman and Diu,7.5
2019-04-09,Dadra and Nagar Haveli and Daman and Diu,6.2
2019-04-10,Dadra and Nagar Haveli and Daman and Diu,7.5
2019-04-11,Dadra and Nagar Haveli and Daman and Diu,7.7
2019-04-12,Dadra and Nagar Haveli and Daman and Diu,7.7
2019-04-13,Dadra and Nagar Haveli and Daman and Diu,7.6
2019-04-14,Dadra and Nagar Haveli and Daman and Diu,7.3
2019-04-15,Dadra and Nagar Haveli and Daman and Diu,7.5
2019-04-16,Dadra and Nagar Haveli and Daman and Diu,7.6
2019-04-17,Dadra and Nagar Haveli and Daman and Diu,7.5
2019-04-18,Dadra and Nagar Haveli and Daman and Diu,7.5
2019-04-19,Dadra and Nagar Haveli and Daman and Diu,7.5
2019-04-20,Dadra and Nagar Haveli and Daman and Diu,7.5
2019-04-21,Dadra and Nagar Haveli and Daman and Diu,7.3
2019-04-22,Dadra and Nagar Haveli and Daman and Diu,7.5
2019-04-23,Dadra and Nagar Haveli and Daman and Diu,5.1
2019-04-24,Dadra and Nagar Haveli and Daman and Diu,6.8
2019-04-25,Dadra and Nagar Haveli and Daman and Diu,7.4
2019-04-26,Dadra and Nagar Haveli and Daman and Diu,7.6
2019-04-27,Dadra and Nagar Haveli and Daman and Diu,7.6
2019-04-28,Dadra and Nagar Haveli and Daman and Diu,7.2
2019-04-29,Dadra and Nagar Haveli and Daman and Diu,7.3
2019-04-30,Dadra and Nagar Haveli and Daman and Diu,7.5
2019-05-01,Dadra and Nagar Haveli and Daman and Diu,5.4
2019-05-02,Dadra and Nagar Haveli and Daman and Diu,6.1
2019-05-03,Dadra and Nagar Haveli and Daman and Diu,7.0
2019-05-04,Dadra and Nagar Haveli and Daman and Diu,7.1
2019-05-05,Dadra and Nagar Haveli and Daman and Diu,6.7
2019-05-06,Dadra and Nagar Haveli and Daman and Diu,7.0
2019-05-07,Dadra and Nagar Haveli and Daman and Diu,7.3
2019-05-08,Dadra and Nagar Haveli and Daman and Diu,6.0
2019-05-09,Dadra and Nagar Haveli and Daman and Diu,7.2
2019-05-10,Dadra and Nagar Haveli and Daman and Diu,7.3
2019-05-11,Dadra and Nagar Haveli and Daman and Diu,7.3
2019-05-12,Dadra and Nagar Haveli and Daman and Diu,7.1
2019-05-13,Dadra and Nagar Haveli and Daman and Diu,7.1
2019-05-14,Dadra and Nagar Haveli and Daman and Diu,7.4
2019-05-15,Dadra and Nagar Haveli and Daman and Diu,7.4
2019-05-16,Dadra and Nagar Haveli and Daman and Diu,7.2
2019-05-17,Dadra and Nagar Haveli and Daman and Diu,7.3
2019-05-18,Dadra and Nagar Haveli and Daman and Diu,7.5
2019-05-19,Dadra and Nagar Haveli and Daman and Diu,7.0
2019-05-20,Dadra and Nagar Haveli and Daman and Diu,7.2
2019-05-21,Dadra and Nagar Haveli and Daman and Diu,7.5
2019-05-22,Dadra and Nagar Haveli and Daman and Diu,7.5
2019-05-23,Dadra and Nagar Haveli and Daman and Diu,7.5
2019-05-24,Dadra and Nagar Haveli and Daman and Diu,7.5
2019-05-25,Dadra and Nagar Haveli and Daman and Diu,6.1
2019-05-26,Dadra and Nagar Haveli and Daman and Diu,7.0
2019-05-27,Dadra and Nagar Haveli and Daman and Diu,7.1
2019-05-28,Dadra and Nagar Haveli and Daman and Diu,7.3
2019-05-29,Dadra and Nagar Haveli and Daman and Diu,7.5
2019-05-30,Dadra and Nagar Haveli and Daman and Diu,7.5
2019-05-31,Dadra and Nagar Haveli and Daman and Diu,7.4
2019-06-01,Dadra and Nagar Haveli and Daman and Diu,7.2
2019-06-02,Dadra and Nagar Haveli and Daman and Diu,7.1
2019-06-03,Dadra and Nagar Haveli and Daman and Diu,7.1
2019-06-04,Dadra and Nagar Haveli and Daman and Diu,7.5
2019-06-05,Dadra and Nagar Haveli and Daman and Diu,7.5
2019-06-06,Dadra and Nagar Haveli and Daman and Diu,7.5
2019-06-07,Dadra and Nagar Haveli and Daman and Diu,7.7
2019-06-08,Dadra and Nagar Haveli and Daman and Diu,7.6
2019-06-09,Dadra and Nagar Haveli and Daman and Diu,7.4
2019-06-10,Dadra and Nagar Haveli and Daman and Diu,6.4
2019-06-11,Dadra and Nagar Haveli and Daman and Diu,5.3
2019-06-12,Dadra and Nagar Haveli and Daman and Diu,7.1
2019-06-13,Dadra and Nagar Haveli and Daman and Diu,7.4
2019-06-14,Dadra and Nagar Haveli and Daman and Diu,7.6
2019-06-15,Dadra and Nagar Haveli and Daman and Diu,7.6
2019-06-16,Dadra and Nagar Haveli and Daman and Diu,7.0
2019-06-17,Dadra and Nagar Haveli and Daman and Diu,7.3
2019-06-18,Dadra and Nagar Haveli and Daman and Diu,7.6
2019-06-19,Dadra and Nagar Haveli and Daman and Diu,7.6
2019-06-20,Dadra and Nagar Haveli and Daman and Diu,7.6
2019-06-21,Dadra and Nagar Haveli and Daman and Diu,7.7
2019-06-22,Dadra and Nagar Haveli and Daman and Diu,7.7
2019-06-23,Dadra and Nagar Haveli and Daman and Diu,7.2
2019-06-24,Dadra and Nagar Haveli and Daman and Diu,7.2
2019-06-25,Dadra and Nagar Haveli and Daman and Diu,7.4
2019-06-26,Dadra and Nagar Haveli and Daman and Diu,7.7
2019-06-27,Dadra and Nagar Haveli and Daman and Diu,7.8
2019-06-28,Dadra and Nagar Haveli and Daman and Diu,7.5
2019-06-29,Dadra and Nagar Haveli and Daman and Diu,7.2
2019-06-30,Dadra and Nagar Haveli and Daman and Diu,6.8
2019-07-01,Dadra and Nagar Haveli and Daman and Diu,6.6
2019-07-02,Dadra and Nagar Haveli and Daman and Diu,7.1
2019-07-03,Dadra and Nagar Haveli and Daman and Diu,7.5
2019-07-04,Dadra and Nagar Haveli and Daman and Diu,7.5
2019-07-05,Dadra and Nagar Haveli and Daman and Diu,7.6
2019-07-06,Dadra and Nagar Haveli and Daman and Diu,7.5
2019-07-07,Dadra and Nagar Haveli and Daman and Diu,6.7
2019-07-08,Dadra and Nagar Haveli and Daman and Diu,7.2
2019-07-09,Dadra and Nagar Haveli and Daman and Diu,7.6
2019-07-10,Dadra and Nagar Haveli and Daman and Diu,7.6
2019-07-11,Dadra and Nagar Haveli and Daman and Diu,7.6
2019-07-12,Dadra and Nagar Haveli and Daman and Diu,7.7
2019-07-13,Dadra and Nagar Haveli and Daman and Diu,7.7
2019-07-14,Dadra and Nagar Haveli and Daman and Diu,7.1
2019-07-15,Dadra and Nagar Haveli and Daman and Diu,7.4
2019-07-16,Dadra and Nagar Haveli and Daman and Diu,7.7
2019-07-17,Dadra and Nagar Haveli and Daman and Diu,7.7
2019-07-18,Dadra and Nagar Haveli and Daman and Diu,7.7
2019-07-19,Dadra and Nagar Haveli and Daman and Diu,7.8
2019-07-20,Dadra and Nagar Haveli and Daman and Diu,7.7
2019-07-21,Dadra and Nagar Haveli and Daman and Diu,7.2
2019-07-22,Dadra and Nagar Haveli and Daman and Diu,7.5
2019-07-23,Dadra and Nagar Haveli and Daman and Diu,7.8
2019-07-24,Dadra and Nagar Haveli and Daman and Diu,7.4
2019-07-25,Dadra and Nagar Haveli and Daman and Diu,7.1
2019-07-26,Dadra and Nagar Haveli and Daman and Diu,7.5
2019-07-27,Dadra and Nagar Haveli and Daman and Diu,7.2
2019-07-28,Dadra and Nagar Haveli and Daman and Diu,7.0
2019-07-29,Dadra and Nagar Haveli and Daman and Diu,7.0
2019-07-30,Dadra and Nagar Haveli and Daman and Diu,7.2
2019-07-31,Dadra and Nagar Haveli and Daman and Diu,7.3
2019-08-01,Dadra and Nagar Haveli and Daman and Diu,7.1
2019-08-02,Dadra and Nagar Haveli and Daman and Diu,7.2
2019-08-03,Dadra and Nagar Haveli and Daman and Diu,7.1
2019-08-04,Dadra and Nagar Haveli and Daman and Diu,6.5
2019-08-05,Dadra and Nagar Haveli and Daman and Diu,7.6
2019-08-06,Dadra and Nagar Haveli and Daman and Diu,7.5
2019-08-07,Dadra and Nagar Haveli and Daman and Diu,6.7
2019-08-08,Dadra and Nagar Haveli and Daman and Diu,7.2
2019-08-09,Dadra and Nagar Haveli and Daman and Diu,7.6
2019-08-10,Dadra and Nagar Haveli and Daman and Diu,7.6
2019-08-11,Dadra and Nagar Haveli and Daman and Diu,7.6
2019-08-12,Dadra and Nagar Haveli and Daman and Diu,7.4
2019-08-13,Dadra and Nagar Haveli and Daman and Diu,7.8
2019-08-14,Dadra and Nagar Haveli and Daman and Diu,7.8
2019-08-15,Dadra and Nagar Haveli and Daman and Diu,4.8
2019-08-16,Dadra and Nagar Haveli and Daman and Diu,6.3
2019-08-17,Dadra and Nagar Haveli and Daman and Diu,7.6
2019-08-18,Dadra and Nagar Haveli and Daman and Diu,7.1
2019-08-19,Dadra and Nagar Haveli and Daman and Diu,7.4
2019-08-20,Dadra and Nagar Haveli and Daman and Diu,7.6
2019-08-22,Dadra and Nagar Haveli and Daman and Diu,7.3
2019-08-23,Dadra and Nagar Haveli and Daman and Diu,7.6
2019-08-24,Dadra and Nagar Haveli and Daman and Diu,7.4
2019-08-25,Dadra and Nagar Haveli and Daman and Diu,5.7
2019-08-26,Dadra and Nagar Haveli and Daman and Diu,7.3
2019-08-27,Dadra and Nagar Haveli and Daman and Diu,7.6
2019-08-28,Dadra and Nagar Haveli and Daman and Diu,7.7
2019-08-29,Dadra and Nagar Haveli and Daman and Diu,7.7
2019-08-30,Dadra and Nagar Haveli and Daman and Diu,7.7
2019-08-31,Dadra and Nagar Haveli and Daman and Diu,7.8
2019-09-01,Dadra and Nagar Haveli and Daman and Diu,6.9
2019-09-02,Dadra and Nagar Haveli and Daman and Diu,6.0
2019-09-03,Dadra and Nagar Haveli and Daman and Diu,6.4
2019-09-04,Dadra and Nagar Haveli and Daman and Diu,6.6
2019-09-05,Dadra and Nagar Haveli and Daman and Diu,6.9
2019-09-06,Dadra and Nagar Haveli and Daman and Diu,7.5
2019-09-07,Dadra and Nagar Haveli and Daman and Diu,7.5
2019-09-08,Dadra and Nagar Haveli and Daman and Diu,6.9
2019-09-09,Dadra and Nagar Haveli and Daman and Diu,7.1
2019-09-10,Dadra and Nagar Haveli and Daman and Diu,7.4
2019-09-11,Dadra and Nagar Haveli and Daman and Diu,7.3
2019-09-12,Dadra and Nagar Haveli and Daman and Diu,7.3
2019-09-13,Dadra and Nagar Haveli and Daman and Diu,7.4
2019-09-14,Dadra and Nagar Haveli and Daman and Diu,7.3
2019-09-15,Dadra and Nagar Haveli and Daman and Diu,6.8
2019-09-16,Dadra and Nagar Haveli and Daman and Diu,7.1
2019-09-17,Dadra and Nagar Haveli and Daman and Diu,7.2
2019-09-18,Dadra and Nagar Haveli and Daman and Diu,7.4
2019-09-19,Dadra and Nagar Haveli and Daman and Diu,6.2
2019-09-20,Dadra and Nagar Haveli and Daman and Diu,7.4
2019-09-21,Dadra and Nagar Haveli and Daman and Diu,7.4
2019-09-22,Dadra and Nagar Haveli and Daman and Diu,7.0
2019-09-23,Dadra and Nagar Haveli and Daman and Diu,7.1
2019-09-24,Dadra and Nagar Haveli and Daman and Diu,7.5
2019-09-25,Dadra and Nagar Haveli and Daman and Diu,6.6
2019-09-26,Dadra and Nagar Haveli and Daman and Diu,7.4
2019-09-27,Dadra and Nagar Haveli and Daman and Diu,7.5
2019-09-28,Dadra and Nagar Haveli and Daman and Diu,7.4
2019-09-29,Dadra and Nagar Haveli and Daman and Diu,6.8
2019-09-30,Dadra and Nagar Haveli and Daman and Diu,7.0
2019-10-01,Dadra and Nagar Haveli and Daman and Diu,7.0
2019-10-02,Dadra and Nagar Haveli and Daman and Diu,6.3
2019-10-03,Dadra and Nagar Haveli and Daman and Diu,6.2
2019-10-04,Dadra and Nagar Haveli and Daman and Diu,7.6
2019-10-05,Dadra and Nagar Haveli and Daman and Diu,7.5
2019-10-06,Dadra and Nagar Haveli and Daman and Diu,7.3
2019-10-07,Dadra and Nagar Haveli and Daman and Diu,7.0
2019-10-08,Dadra and Nagar Haveli and Daman and Diu,4.6
2019-10-09,Dadra and Nagar Haveli and Daman and Diu,6.4
2019-10-10,Dadra and Nagar Haveli and Daman and Diu,7.6
2019-10-11,Dadra and Nagar Haveli and Daman and Diu,7.8
2019-10-12,Dadra and Nagar Haveli and Daman and Diu,7.7
2019-10-13,Dadra and Nagar Haveli and Daman and Diu,7.1
2019-10-14,Dadra and Nagar Haveli and Daman and Diu,7.4
2019-10-15,Dadra and Nagar Haveli and Daman and Diu,7.6
2019-10-16,Dadra and Nagar Haveli and Daman and Diu,7.7
2019-10-17,Dadra and Nagar Haveli and Daman and Diu,7.6
2019-10-18,Dadra and Nagar Haveli and Daman and Diu,7.6
2019-10-19,Dadra and Nagar Haveli and Daman and Diu,7.7
2019-10-20,Dadra and Nagar Haveli and Daman and Diu,7.2
2019-10-21,Dadra and Nagar Haveli and Daman and Diu,7.4
2019-10-22,Dadra and Nagar Haveli and Daman and Diu,7.6
2019-10-23,Dadra and Nagar Haveli and Daman and Diu,7.6
2019-10-24,Dadra and Nagar Haveli and Daman and Diu,7.5
2019-10-25,Dadra and Nagar Haveli and Daman and Diu,7.3
2019-10-26,Dadra and Nagar Haveli and Daman and Diu,6.6
2019-10-27,Dadra and Nagar Haveli and Daman and Diu,4.0
2019-10-28,Dadra and Nagar Haveli and Daman and Diu,3.2
2019-10-29,Dadra and Nagar Haveli and Daman and Diu,4.1
2019-10-30,Dadra and Nagar Haveli and Daman and Diu,5.8
2019-10-31,Dadra and Nagar Haveli and Daman and Diu,6.8
2019-11-01,Dadra and Nagar Haveli and Daman and Diu,7.1
2019-11-02,Dadra and Nagar Haveli and Daman and Diu,6.9
2019-11-03,Dadra and Nagar Haveli and Daman and Diu,6.4
2019-11-04,Dadra and Nagar Haveli and Daman and Diu,6.7
2019-11-05,Dadra and Nagar Haveli and Daman and Diu,7.2
2019-11-06,Dadra and Nagar Haveli and Daman and Diu,7.4
2019-11-07,Dadra and Nagar Haveli and Daman and Diu,7.2
2019-11-08,Dadra and Nagar Haveli and Daman and Diu,7.4
2019-11-09,Dadra and Nagar Haveli and Daman and Diu,7.3
2019-11-10,Dadra and Nagar Haveli and Daman and Diu,6.6
2019-11-11,Dadra and Nagar Haveli and Daman and Diu,6.9
2019-11-12,Dadra and Nagar Haveli and Daman and Diu,7.3
2019-11-13,Dadra and Nagar Haveli and Daman and Diu,7.3
2019-11-14,Dadra and Nagar Haveli and Daman and Diu,7.2
2019-11-15,Dadra and Nagar Haveli and Daman and Diu,7.3
2019-11-16,Dadra and Nagar Haveli and Daman and Diu,7.2
2019-11-17,Dadra and Nagar Haveli and Daman and Diu,7.6
2019-11-18,Dadra and Nagar Haveli and Daman and Diu,6.8
2019-11-19,Dadra and Nagar Haveli and Daman and Diu,7.2
2019-11-20,Dadra and Nagar Haveli and Daman and Diu,7.4
2019-11-21,Dadra and Nagar Haveli and Daman and Diu,7.4
2019-11-22,Dadra and Nagar Haveli and Daman and Diu,7.4
2019-11-23,Dadra and Nagar Haveli and Daman and Diu,7.4
2019-11-24,Dadra and Nagar Haveli and Daman and Diu,6.8
2019-11-25,Dadra and Nagar Haveli and Daman and Diu,7.0
2019-11-26,Dadra and Nagar Haveli and Daman and Diu,7.3
2019-11-27,Dadra and Nagar Haveli and Daman and Diu,7.4
2019-11-28,Dadra and Nagar Haveli and Daman and Diu,7.4
2019-11-29,Dadra and Nagar Haveli and Daman and Diu,7.4
2019-11-30,Dadra and Nagar Haveli and Daman and Diu,7.3
2019-12-01,Dadra and Nagar Haveli and Daman and Diu,6.5
2019-12-02,Dadra and Nagar Haveli and Daman and Diu,6.8
2019-12-03,Dadra and Nagar Haveli and Daman and Diu,7.3
2019-12-04,Dadra and Nagar Haveli and Daman and Diu,7.4
2019-12-05,Dadra and Nagar Haveli and Daman and Diu,7.4
2019-12-06,Dadra and Nagar Haveli and Daman and Diu,7.4
2019-12-07,Dadra and Nagar Haveli and Daman and Diu,7.3
2019-12-08,Dadra and Nagar Haveli and Daman and Diu,6.7
2019-12-09,Dadra and Nagar Haveli and Daman and Diu,7.0
2019-12-10,Dadra and Nagar Haveli and Daman and Diu,7.4
2019-12-11,Dadra and Nagar Haveli and Daman and Diu,7.5
2019-12-12,Dadra and Nagar Haveli and Daman and Diu,7.4
2019-12-13,Dadra and Nagar Haveli and Daman and Diu,7.4
2019-12-14,Dadra and Nagar Haveli and Daman and Diu,6.7
2019-12-15,Dadra and Nagar Haveli and Daman and Diu,6.6
2019-12-16,Dadra and Nagar Haveli and Daman and Diu,6.9
2019-12-17,Dadra and Nagar Haveli and Daman and Diu,7.3
2019-12-18,Dadra and Nagar Haveli and Daman and Diu,7.4
2019-12-19,Dadra and Nagar Haveli and Daman and Diu,4.9
2019-12-20,Dadra and Nagar Haveli and Daman and Diu,6.4
2019-12-21,Dadra and Nagar Haveli and Daman and Diu,7.3
2019-12-22,Dadra and Nagar Haveli and Daman and Diu,7.0
2019-12-23,Dadra and Nagar Haveli and Daman and Diu,7.2
2019-12-24,Dadra and Nagar Haveli and Daman and Diu,7.4
2019-12-25,Dadra and Nagar Haveli and Daman and Diu,7.5
2019-12-26,Dadra and Nagar Haveli and Daman and Diu,7.4
2019-12-27,Dadra and Nagar Haveli and Daman and Diu,7.4
2019-12-28,Dadra and Nagar Haveli and Daman and Diu,7.2
2019-12-29,Dadra and Nagar Haveli and Daman and Diu,6.7
2019-12-30,Dadra and Nagar Haveli and Daman and Diu,7.0
2019-12-31,Dadra and Nagar Haveli and Daman and Diu,6.9
2020-01-01,Dadra and Nagar Haveli and Daman and Diu,5.8
2020-01-02,Dadra and Nagar Haveli and Daman and Diu,6.4
2020-01-03,Dadra and Nagar Haveli and Daman and Diu,7.2
2020-01-04,Dadra and Nagar Haveli and Daman and Diu,7.2
2020-01-05,Dadra and Nagar Haveli and Daman and Diu,6.5
2020-01-06,Dadra and Nagar Haveli and Daman and Diu,6.9
2020-01-07,Dadra and Nagar Haveli and Daman and Diu,7.3
2020-01-08,Dadra and Nagar Haveli and Daman and Diu,7.3
2020-01-09,Dadra and Nagar Haveli and Daman and Diu,7.2
2020-01-10,Dadra and Nagar Haveli and Daman and Diu,6.3
2020-01-11,Dadra and Nagar Haveli and Daman and Diu,7.3
2020-01-12,Dadra and Nagar Haveli and Daman and Diu,6.9
2020-01-13,Dadra and Nagar Haveli and Daman and Diu,7.2
2020-01-14,Dadra and Nagar Haveli and Daman and Diu,6.5
2020-01-15,Dadra and Nagar Haveli and Daman and Diu,6.8
2020-01-16,Dadra and Nagar Haveli and Daman and Diu,7.2
2020-01-17,Dadra and Nagar Haveli and Daman and Diu,7.3
2020-01-18,Dadra and Nagar Haveli and Daman and Diu,7.2
2020-01-19,Dadra and Nagar Haveli and Daman and Diu,6.6
2020-01-20,Dadra and Nagar Haveli and Daman and Diu,7.0
2020-01-21,Dadra and Nagar Haveli and Daman and Diu,7.3
2020-01-22,Dadra and Nagar Haveli and Daman and Diu,7.5
2020-01-23,Dadra and Nagar Haveli and Daman and Diu,7.4
2020-01-24,Dadra and Nagar Haveli and Daman and Diu,7.5
2020-01-25,Dadra and Nagar Haveli and Daman and Diu,7.4
2020-01-26,Dadra and Nagar Haveli and Daman and Diu,4.8
2020-01-27,Dadra and Nagar Haveli and Daman and Diu,6.2
2020-01-28,Dadra and Nagar Haveli and Daman and Diu,7.4
2020-01-29,Dadra and Nagar Haveli and Daman and Diu,7.4
2020-01-30,Dadra and Nagar Haveli and Daman and Diu,7.3
2020-01-31,Dadra and Nagar Haveli and Daman and Diu,7.3
2020-02-01,Dadra and Nagar Haveli and Daman and Diu,7.0
2020-02-02,Dadra and Nagar Haveli and Daman and Diu,6.5
2020-02-03,Dadra and Nagar Haveli and Daman and Diu,7.0
2020-02-04,Dadra and Nagar Haveli and Daman and Diu,7.3
2020-02-05,Dadra and Nagar Haveli and Daman and Diu,7.4
2020-02-06,Dadra and Nagar Haveli and Daman and Diu,7.1
2020-02-07,Dadra and Nagar Haveli and Daman and Diu,7.3
2020-02-08,Dadra and Nagar Haveli and Daman and Diu,7.3
2020-02-09,Dadra and Nagar Haveli and Daman and Diu,6.6
2020-02-10,Dadra and Nagar Haveli and Daman and Diu,7.0
2020-02-11,Dadra and Nagar Haveli and Daman and Diu,7.4
2020-02-12,Dadra and Nagar Haveli and Daman and Diu,7.3
2020-02-13,Dadra and Nagar Haveli and Daman and Diu,7.4
2020-02-14,Dadra and Nagar Haveli and Daman and Diu,7.4
2020-02-15,Dadra and Nagar Haveli and Daman and Diu,7.3
2020-02-16,Dadra and Nagar Haveli and Daman and Diu,6.8
2020-02-17,Dadra and Nagar Haveli and Daman and Diu,6.8
2020-02-18,Dadra and Nagar Haveli and Daman and Diu,7.4
2020-02-19,Dadra and Nagar Haveli and Daman and Diu,7.6
