Dates,State,Consumption_MU
2020-11-14,Rajasthan,224.2
2020-11-15,Rajasthan,205.9
2020-11-16,Rajasthan,208.0
2020-11-17,Rajasthan,224.9
2020-11-18,Rajasthan,228.2
2020-11-19,Rajasthan,230.4
2020-11-20,Rajasthan,231.8
2020-11-21,Rajasthan,233.6
2020-11-22,Rajasthan,230.0
2020-11-23,Rajasthan,233.8
2020-11-24,Rajasthan,236.2
2020-11-25,Rajasthan,236.1
2020-11-26,Rajasthan,224.5
2020-11-27,Rajasthan,231.9
2020-11-28,Rajasthan,233.3
2020-11-29,Rajasthan,232.7
2020-11-30,Rajasthan,235.9
2020-12-01,Rajasthan,240.0
2020-12-02,Rajasthan,242.6
2020-12-03,Rajasthan,245.2
2020-12-04,Rajasthan,251.6
2020-12-05,Rajasthan,250.1
2019-01-01,Sikkim,1.3
2019-01-02,Sikkim,1.5
2019-01-03,Sikkim,1.5
2019-01-04,Sikkim,1.5
2019-01-05,Sikkim,1.4
2019-01-06,Sikkim,1.6
2019-01-07,Sikkim,1.3
2019-01-08,Sikkim,1.4
2019-01-09,Sikkim,1.4
2019-01-10,Sikkim,1.4
2019-01-11,Sikkim,1.4
2019-01-12,Sikkim,1.4
2019-01-13,Sikkim,1.4
2019-01-14,Sikkim,1.6
2019-01-15,Sikkim,1.3
2019-01-16,Sikkim,1.4
2019-01-17,Sikkim,1.4
2019-01-18,Sikkim,1.4
2019-01-19,Sikkim,1.3
2019-01-20,Sikkim,1.1
2019-01-21,Sikkim,1.3
2019-01-22,Sikkim,1.7
2019-01-23,Sikkim,1.4
2019-01-24,Sikkim,1.3
2019-01-25,Sikkim,1.4
2019-01-26,Sikkim,1.2
2019-01-27,Sikkim,1.1
2019-01-28,Sikkim,1.3
2019-01-29,Sikkim,1.5
2019-01-30,Sikkim,1.6
2019-01-31,Sikkim,1.5
2019-02-01,Sikkim,1.5
2019-02-02,Sikkim,1.4
2019-02-03,Sikkim,1.2
2019-02-04,Sikkim,1.4
2019-02-05,Sikkim,1.4
2019-02-06,Sikkim,1.5
2019-02-07,Sikkim,1.4
2019-02-08,Sikkim,1.3
2019-02-09,Sikkim,1.3
2019-02-10,Sikkim,1.1
2019-02-11,Sikkim,1.2
2019-02-12,Sikkim,1.3
2019-02-13,Sikkim,1.4
2019-02-14,Sikkim,1.4
2019-02-15,Sikkim,1.5
2019-02-16,Sikkim,1.3
2019-02-17,Sikkim,1.3
2019-02-18,Sikkim,1.5
2019-02-19,Sikkim,1.5
2019-02-20,Sikkim,1.0
2019-02-21,Sikkim,1.4
2019-02-22,Sikkim,1.6
2019-02-23,Sikkim,1.6
2019-02-24,Sikkim,1.1
2019-02-25,Sikkim,1.2
2019-02-26,Sikkim,1.3
2019-02-27,Sikkim,1.6
2019-02-28,Sikkim,1.2
2019-03-01,Sikkim,1.4
2019-03-02,Sikkim,1.5
2019-03-03,Sikkim,1.3
2019-03-04,Sikkim,1.6
2019-03-05,Sikkim,1.5
2019-03-06,Sikkim,1.6
2019-03-07,Sikkim,1.4
2019-03-08,Sikkim,1.4
2019-03-09,Sikkim,1.4
2019-03-10,Sikkim,1.2
2019-03-11,Sikkim,1.5
2019-03-12,Sikkim,1.4
2019-03-13,Sikkim,1.3
2019-03-14,Sikkim,1.3
2019-03-15,Sikkim,1.1
2019-03-16,Sikkim,1.2
2019-03-17,Sikkim,1.1
2019-03-18,Sikkim,0.9
2019-03-19,Sikkim,1.1
2019-03-20,Sikkim,1.2
2019-03-21,Sikkim,1.0
2019-03-22,Sikkim,1.2
2019-03-23,Sikkim,1.2
2019-03-24,Sikkim,1.1
2019-03-25,Sikkim,1.3
2019-03-26,Sikkim,1.5
2019-03-27,Sikkim,1.5
2019-03-28,Sikkim,1.4
2019-03-29,Sikkim,1.3
2019-03-30,Sikkim,1.3
2019-03-31,Sikkim,0.8
2019-04-01,Sikkim,1.1
2019-04-02,Sikkim,1.3
2019-04-03,Sikkim,1.4
2019-04-04,Sikkim,1.5
2019-04-05,Sikkim,1.4
2019-04-06,Sikkim,1.2
2019-04-07,Sikkim,1.2
2019-04-08,Sikkim,1.3
2019-04-09,Sikkim,1.0
2019-04-10,Sikkim,1.3
2019-04-11,Sikkim,0.8
2019-04-12,Sikkim,1.2
2019-04-13,Sikkim,1.1
2019-04-14,Sikkim,1.1
2019-04-15,Sikkim,1.2
2019-04-16,Sikkim,1.2
2019-04-17,Sikkim,1.0
2019-04-18,Sikkim,1.1
2019-04-19,Sikkim,1.0
2019-04-20,Sikkim,1.2
2019-04-21,Sikkim,1.0
2019-04-22,Sikkim,1.2
2019-04-23,Sikkim,1.3
2019-04-24,Sikkim,1.4
2019-04-25,Sikkim,1.4
2019-04-26,Sikkim,1.2
2019-04-27,Sikkim,1.2
2019-04-28,Sikkim,1.0
2019-04-29,Sikkim,1.1
2019-04-30,Sikkim,1.2
2019-05-01,Sikkim,0.9
2019-05-02,Sikkim,1.2
2019-05-03,Sikkim,1.3
2019-05-04,Sikkim,1.1
2019-05-05,Sikkim,1.0
2019-05-06,Sikkim,1.2
2019-05-07,Sikkim,1.1
2019-05-08,Sikkim,1.1
2019-05-09,Sikkim,1.4
2019-05-10,Sikkim,1.3
2019-05-11,Sikkim,1.3
2019-05-12,Sikkim,0.9
2019-05-13,Sikkim,1.1
2019-05-14,Sikkim,1.2
2019-05-15,Sikkim,1.1
2019-05-16,Sikkim,0.9
2019-05-17,Sikkim,1.1
2019-05-18,Sikkim,1.1
2019-05-19,Sikkim,1.0
2019-05-20,Sikkim,1.1
2019-05-21,Sikkim,1.1
2019-05-22,Sikkim,1.0
2019-05-23,Sikkim,1.1
2019-05-24,Sikkim,1.1
2019-05-25,Sikkim,1.2
2019-05-26,Sikkim,1.1
2019-05-27,Sikkim,1.3
2019-05-28,Sikkim,1.3
2019-05-29,Sikkim,1.1
2019-05-30,Sikkim,1.0
2019-05-31,Sikkim,1.2
2019-06-01,Sikkim,1.2
2019-06-02,Sikkim,0.9
2019-06-03,Sikkim,1.2
2019-06-04,Sikkim,1.1
2019-06-05,Sikkim,1.1
2019-06-06,Sikkim,1.2
2019-06-07,Sikkim,1.2
2019-06-08,Sikkim,1.2
2019-06-09,Sikkim,1.0
2019-06-10,Sikkim,1.2
2019-06-11,Sikkim,1.2
2019-06-12,Sikkim,1.4
2019-06-13,Sikkim,1.3
2019-06-14,Sikkim,1.3
2019-06-15,Sikkim,1.1
2019-06-16,Sikkim,0.9
2019-06-17,Sikkim,1.2
2019-06-18,Sikkim,1.2
2019-06-19,Sikkim,1.3
2019-06-20,Sikkim,1.3
2019-06-21,Sikkim,1.3
2019-06-22,Sikkim,1.3
2019-06-23,Sikkim,1.0
2019-06-24,Sikkim,1.2
2019-06-25,Sikkim,1.1
2019-06-26,Sikkim,1.2
2019-06-27,Sikkim,1.3
2019-06-28,Sikkim,1.3
2019-06-29,Sikkim,1.2
2019-06-30,Sikkim,1.0
2019-07-01,Sikkim,1.1
2019-07-02,Sikkim,1.2
2019-07-03,Sikkim,1.2
2019-07-04,Sikkim,1.2
2019-07-05,Sikkim,1.2
2019-07-06,Sikkim,1.0
2019-07-07,Sikkim,0.8
2019-07-08,Sikkim,1.0
2019-07-09,Sikkim,1.3
2019-07-10,Sikkim,1.1
2019-07-11,Sikkim,1.2
2019-07-12,Sikkim,1.1
2019-07-13,Sikkim,1.0
2019-07-14,Sikkim,0.8
2019-07-15,Sikkim,0.7
2019-07-16,Sikkim,0.5
2019-07-17,Sikkim,1.0
2019-07-18,Sikkim,1.2
2019-07-19,Sikkim,1.5
2019-07-20,Sikkim,1.2
2019-07-21,Sikkim,1.0
2019-07-22,Sikkim,1.3
2019-07-23,Sikkim,1.2
2019-07-24,Sikkim,1.2
2019-07-25,Sikkim,0.9
2019-07-26,Sikkim,0.9
2019-07-27,Sikkim,0.8
2019-07-28,Sikkim,0.5
2019-07-29,Sikkim,0.7
2019-07-30,Sikkim,0.8
2019-07-31,Sikkim,0.8
2019-08-01,Sikkim,0.9
2019-08-02,Sikkim,0.9
2019-08-03,Sikkim,0.8
2019-08-04,Sikkim,0.6
2019-08-05,Sikkim,1.2
2019-08-06,Sikkim,1.0
2019-08-07,Sikkim,0.8
2019-08-08,Sikkim,1.0
2019-08-09,Sikkim,1.3
2019-08-10,Sikkim,1.1
2019-08-11,Sikkim,1.2
2019-08-12,Sikkim,0.8
2019-08-13,Sikkim,0.8
2019-08-14,Sikkim,0.7
2019-08-15,Sikkim,0.5
2019-08-16,Sikkim,0.8
2019-08-17,Sikkim,0.9
2019-08-18,Sikkim,0.6
2019-08-19,Sikkim,0.9
2019-08-20,Sikkim,1.0
2019-08-22,Sikkim,0.8
2019-08-23,Sikkim,0.7
2019-08-24,Sikkim,0.8
2019-08-25,Sikkim,0.6
2019-08-26,Sikkim,0.8
2019-08-27,Sikkim,0.9
2019-08-28,Sikkim,0.9
2019-08-29,Sikkim,1.0
2019-08-30,Sikkim,1.0
2019-08-31,Sikkim,0.9
2019-09-01,Sikkim,0.6
2019-09-02,Sikkim,0.9
2019-09-03,Sikkim,0.9
2019-09-04,Sikkim,1.0
2019-09-05,Sikkim,1.0
2019-09-06,Sikkim,0.9
2019-09-07,Sikkim,1.2
2019-09-08,Sikkim,0.8
2019-09-09,Sikkim,1.0
2019-09-10,Sikkim,1.1
2019-09-11,Sikkim,1.0
2019-09-12,Sikkim,1.0
2019-09-13,Sikkim,0.9
2019-09-14,Sikkim,1.0
2019-09-15,Sikkim,0.7
2019-09-16,Sikkim,1.0
2019-09-17,Sikkim,1.1
2019-09-18,Sikkim,1.2
2019-09-19,Sikkim,1.1
2019-09-20,Sikkim,1.0
2019-09-21,Sikkim,1.1
2019-09-22,Sikkim,0.8
2019-09-23,Sikkim,1.0
2019-09-24,Sikkim,0.9
2019-09-25,Sikkim,1.0
2019-09-26,Sikkim,1.0
2019-09-27,Sikkim,1.0
2019-09-28,Sikkim,1.2
2019-09-29,Sikkim,1.2
2019-09-30,Sikkim,1.1
2019-10-01,Sikkim,1.1
2019-10-02,Sikkim,0.8
2019-10-03,Sikkim,1.0
2019-10-04,Sikkim,1.0
2019-10-05,Sikkim,0.9
2019-10-06,Sikkim,0.7
2019-10-07,Sikkim,0.5
2019-10-08,Sikkim,0.3
2019-10-09,Sikkim,0.4
2019-10-10,Sikkim,0.6
2019-10-11,Sikkim,0.6
2019-10-12,Sikkim,0.7
2019-10-13,Sikkim,0.5
2019-10-14,Sikkim,0.8
2019-10-15,Sikkim,0.9
2019-10-16,Sikkim,0.8
2019-10-17,Sikkim,0.9
2019-10-18,Sikkim,0.9
2019-10-19,Sikkim,0.9
2019-10-20,Sikkim,0.8
2019-10-21,Sikkim,0.9
2019-10-22,Sikkim,1.1
2019-10-23,Sikkim,1.1
2019-10-24,Sikkim,1.2
2019-10-25,Sikkim,1.2
2019-10-26,Sikkim,1.0
2019-10-27,Sikkim,0.8
2019-10-28,Sikkim,0.7
2019-10-29,Sikkim,0.7
2019-10-30,Sikkim,0.9
2019-10-31,Sikkim,1.1
2019-11-01,Sikkim,1.2
2019-11-02,Sikkim,1.2
2019-11-03,Sikkim,1.1
2019-11-04,Sikkim,1.0
2019-11-05,Sikkim,1.2
2019-11-06,Sikkim,1.3
2019-11-07,Sikkim,1.1
2019-11-08,Sikkim,1.3
2019-11-09,Sikkim,1.3
2019-11-10,Sikkim,1.0
2019-11-11,Sikkim,1.2
2019-11-12,Sikkim,1.3
2019-11-13,Sikkim,1.5
2019-11-14,Sikkim,1.4
2019-11-15,Sikkim,1.3
2019-11-16,Sikkim,1.4
2019-11-17,Sikkim,1.1
2019-11-18,Sikkim,1.3
2019-11-19,Sikkim,1.5
2019-11-20,Sikkim,1.4
2019-11-21,Sikkim,1.8
2019-11-22,Sikkim,1.9
2019-11-23,Sikkim,1.9
2019-11-24,Sikkim,1.2
2019-11-25,Sikkim,1.5
2019-11-26,Sikkim,1.6
2019-11-27,Sikkim,1.6
2019-11-28,Sikkim,1.6
2019-11-29,Sikkim,1.5
2019-11-30,Sikkim,1.4
2019-12-01,Sikkim,1.2
2019-12-02,Sikkim,1.5
2019-12-03,Sikkim,1.7
2019-12-04,Sikkim,1.7
2019-12-05,Sikkim,1.6
2019-12-06,Sikkim,1.7
2019-12-07,Sikkim,1.7
2019-12-08,Sikkim,1.4
2019-12-09,Sikkim,1.7
2019-12-10,Sikkim,1.8
2019-12-11,Sikkim,1.8
2019-12-12,Sikkim,1.8
2019-12-13,Sikkim,1.8
2019-12-14,Sikkim,1.7
2019-12-15,Sikkim,1.6
2019-12-16,Sikkim,1.7
2019-12-17,Sikkim,1.8
2019-12-18,Sikkim,1.8
2019-12-19,Sikkim,1.9
2019-12-20,Sikkim,1.9
2019-12-21,Sikkim,1.9
2019-12-22,Sikkim,1.7
2019-12-23,Sikkim,1.9
2019-12-24,Sikkim,2.0
2019-12-25,Sikkim,2.0
2019-12-26,Sikkim,2.2
2019-12-27,Sikkim,2.1
2019-12-28,Sikkim,2.1
2019-12-29,Sikkim,1.9
2019-12-30,Sikkim,2.0
2019-12-31,Sikkim,1.9
2020-01-01,Sikkim,1.7
2020-01-02,Sikkim,2.0
2020-01-03,Sikkim,2.0
2020-01-04,Sikkim,1.5
2020-01-05,Sikkim,1.6
2020-01-06,Sikkim,2.0
2020-01-07,Sikkim,2.1
2020-01-08,Sikkim,2.1
2020-01-09,Sikkim,2.0
2020-01-10,Sikkim,2.0
2020-01-11,Sikkim,2.0
2020-01-12,Sikkim,1.7
2020-01-13,Sikkim,2.1
2020-01-14,Sikkim,1.9
2020-01-15,Sikkim,1.9
2020-01-16,Sikkim,1.9
2020-01-17,Sikkim,2.0
2020-01-18,Sikkim,1.2
2020-01-19,Sikkim,1.6
2020-01-20,Sikkim,1.8
2020-01-21,Sikkim,1.9
2020-01-22,Sikkim,1.9
2020-01-23,Sikkim,2.1
2020-01-24,Sikkim,2.7
2020-01-25,Sikkim,2.8
2020-01-26,Sikkim,2.1
2020-01-27,Sikkim,2.1
2020-01-28,Sikkim,2.2
2020-01-29,Sikkim,2.2
2020-01-30,Sikkim,2.0
2020-01-31,Sikkim,2.0
2020-02-01,Sikkim,2.1
2020-02-02,Sikkim,1.9
2020-02-03,Sikkim,2.0
2020-02-04,Sikkim,1.9
2020-02-05,Sikkim,2.0
2020-02-06,Sikkim,2.0
2020-02-07,Sikkim,2.1
2020-02-08,Sikkim,1.9
2020-02-09,Sikkim,1.0
2020-02-10,Sikkim,1.9
2020-02-11,Sikkim,1.9
2020-02-12,Sikkim,1.8
2020-02-13,Sikkim,1.9
2020-02-14,Sikkim,2.0
2020-02-15,Sikkim,2.0
2020-02-16,Sikkim,1.7
2020-02-17,Sikkim,1.8
2020-02-18,Sikkim,1.8
2020-02-19,Sikkim,1.9
2020-02-20,Sikkim,1.8
2020-02-21,Sikkim,1.8
2020-02-22,Sikkim,1.7
2020-02-23,Sikkim,1.4
2020-02-24,Sikkim,1.4
2020-02-25,Sikkim,1.6
2020-02-26,Sikkim,1.7
2020-02-27,Sikkim,1.5
2020-02-28,Sikkim,1.6
2020-02-29,Sikkim,1.6
2020-03-01,Sikkim,1.3
2020-03-02,Sikkim,1.4
2020-03-03,Sikkim,1.5
2020-03-04,Sikkim,1.7
2020-03-05,Sikkim,1.7
2020-03-06,Sikkim,1.4
2020-03-07,Sikkim,1.5
2020-03-08,Sikkim,1.3
2020-03-09,Sikkim,1.3
2020-03-10,Sikkim,1.1
2020-03-11,Sikkim,1.4
2020-03-12,Sikkim,1.4
2020-03-13,Sikkim,1.4
2020-03-14,Sikkim,1.4
2020-03-15,Sikkim,1.2
2020-03-16,Sikkim,1.4
2020-03-17,Sikkim,1.4
2020-03-18,Sikkim,1.4
2020-03-19,Sikkim,1.4
2020-03-20,Sikkim,1.3
2020-03-21,Sikkim,1.4
2020-03-23,Sikkim,1.4
2020-03-24,Sikkim,1.5
2020-03-25,Sikkim,1.4
2020-03-26,Sikkim,1.3
2020-03-27,Sikkim,1.3
2020-03-28,Sikkim,1.3
2020-03-29,Sikkim,1.1
2020-03-30,Sikkim,1.2
2020-03-31,Sikkim,1.3
2020-04-01,Sikkim,1.1
2020-04-02,Sikkim,1.0
2020-04-03,Sikkim,1.3
2020-04-04,Sikkim,1.2
2020-04-05,Sikkim,1.0
2020-04-06,Sikkim,1.3
2020-04-07,Sikkim,1.4
2020-04-08,Sikkim,1.2
2020-04-09,Sikkim,1.0
2020-04-10,Sikkim,1.1
2020-04-11,Sikkim,1.2
2020-04-12,Sikkim,0.9
2020-04-13,Sikkim,1.2
2020-04-14,Sikkim,1.2
2020-04-15,Sikkim,1.3
2020-04-16,Sikkim,1.2
2020-04-17,Sikkim,1.2
2020-04-18,Sikkim,1.1
2020-04-19,Sikkim,1.0
2020-04-20,Sikkim,1.3
2020-04-21,Sikkim,1.3
2020-04-22,Sikkim,1.4
2020-04-23,Sikkim,1.5
2020-04-24,Sikkim,1.5
2020-04-25,Sikkim,1.4
2020-04-26,Sikkim,1.1
2020-04-27,Sikkim,1.4
2020-04-28,Sikkim,1.3
2020-04-29,Sikkim,1.3
2020-04-30,Sikkim,1.3
2020-05-01,Sikkim,1.0
2020-05-02,Sikkim,1.3
2020-05-03,Sikkim,1.0
2020-05-04,Sikkim,1.3
2020-05-05,Sikkim,1.4
2020-05-06,Sikkim,1.3
2020-05-07,Sikkim,1.2
2020-05-08,Sikkim,1.3
2020-05-09,Sikkim,1.4
2020-05-10,Sikkim,1.1
2020-05-11,Sikkim,1.3
2020-05-12,Sikkim,1.3
2020-05-13,Sikkim,1.4
2020-05-14,Sikkim,1.3
2020-05-15,Sikkim,1.2
2020-05-16,Sikkim,0.9
2020-05-17,Sikkim,0.9
2020-05-18,Sikkim,1.3
2020-05-19,Sikkim,1.2
2020-05-20,Sikkim,1.2
2020-05-21,Sikkim,1.1
2020-05-22,Sikkim,1.3
2020-05-23,Sikkim,1.3
2020-05-24,Sikkim,0.9
2020-05-25,Sikkim,1.1
2020-05-26,Sikkim,1.2
2020-05-27,Sikkim,1.2
2020-05-28,Sikkim,1.3
2020-05-29,Sikkim,1.2
2020-05-30,Sikkim,1.2
2020-05-31,Sikkim,0.9
2020-06-01,Sikkim,1.2
2020-06-02,Sikkim,1.3
2020-06-03,Sikkim,1.3
2020-06-04,Sikkim,1.4
2020-06-05,Sikkim,1.4
2020-06-06,Sikkim,1.4
2020-06-28,Sikkim,0.9
2020-06-29,Sikkim,1.3
2020-06-30,Sikkim,1.3
2020-07-01,Sikkim,1.3
2020-07-02,Sikkim,1.1
2020-07-03,Sikkim,1.3
2020-07-04,Sikkim,1.2
2020-07-19,Sikkim,1.0
2020-07-20,Sikkim,1.2
2020-07-21,Sikkim,1.1
2020-07-22,Sikkim,1.0
2020-07-23,Sikkim,1.0
2020-07-24,Sikkim,1.0
2020-07-25,Sikkim,1.0
2020-07-27,Sikkim,1.1
2020-07-28,Sikkim,0.9
2020-07-29,Sikkim,1.0
2020-07-30,Sikkim,1.0
2020-07-31,Sikkim,1.0
2020-08-01,Sikkim,0.9
2020-08-02,Sikkim,0.9
2020-08-10,Sikkim,0.9
2020-08-11,Sikkim,1.0
2020-08-12,Sikkim,1.0
2020-08-13,Sikkim,1.0
2020-08-14,Sikkim,1.0
2020-08-15,Sikkim,0.9
2020-08-16,Sikkim,0.9
2020-08-17,Sikkim,1.0
2020-08-18,Sikkim,1.0
2020-08-19,Sikkim,0.7
2020-08-20,Sikkim,0.8
2020-08-21,Sikkim,0.9
2020-08-22,Sikkim,0.9
2020-08-23,Sikkim,0.8
2020-08-24,Sikkim,1.0
2020-08-25,Sikkim,1.0
2020-08-26,Sikkim,1.0
2020-08-27,Sikkim,1.0
2020-08-28,Sikkim,1.0
2020-08-29,Sikkim,1.1
2020-08-30,Sikkim,0.9
2020-08-31,Sikkim,1.0
2020-09-01,Sikkim,1.1
2020-09-02,Sikkim,1.1
2020-09-03,Sikkim,1.1
2020-09-04,Sikkim,1.2
2020-09-05,Sikkim,1.1
2020-09-06,Sikkim,1.0
2020-09-07,Sikkim,1.2
2020-09-08,Sikkim,1.2
2020-09-09,Sikkim,1.2
2020-09-10,Sikkim,1.0
2020-09-11,Sikkim,1.1
2020-09-12,Sikkim,1.1
2020-09-13,Sikkim,0.9
2020-09-14,Sikkim,1.2
2020-09-15,Sikkim,1.1
2020-09-16,Sikkim,1.1
2020-09-17,Sikkim,1.2
2020-09-18,Sikkim,1.2
2020-09-19,Sikkim,1.2
2020-09-20,Sikkim,0.9
2020-09-21,Sikkim,1.0
2020-09-22,Sikkim,1.1
2020-09-23,Sikkim,1.2
2020-09-24,Sikkim,1.0
2020-09-25,Sikkim,1.2
2020-09-26,Sikkim,1.2
2020-09-27,Sikkim,1.0
2020-09-28,Sikkim,1.2
2020-09-29,Sikkim,1.2
2020-09-30,Sikkim,1.2
2020-10-01,Sikkim,1.2
2020-10-02,Sikkim,0.9
2020-10-03,Sikkim,1.1
2020-10-04,Sikkim,1.0
2020-10-05,Sikkim,1.2
2020-10-06,Sikkim,1.2
2020-10-07,Sikkim,1.3
2020-10-08,Sikkim,1.3
2020-10-09,Sikkim,1.3
2020-10-10,Sikkim,1.3
2020-10-11,Sikkim,1.0
2020-10-12,Sikkim,1.3
2020-10-13,Sikkim,1.2
2020-10-14,Sikkim,1.4
2020-10-15,Sikkim,1.3
2020-10-16,Sikkim,1.2
2020-10-17,Sikkim,1.0
2020-10-18,Sikkim,1.1
2020-10-19,Sikkim,1.3
2020-10-20,Sikkim,1.2
2020-10-21,Sikkim,1.3
2020-10-22,Sikkim,1.3
2020-10-23,Sikkim,1.4
2020-10-24,Sikkim,1.2
2020-10-25,Sikkim,1.0
2020-10-26,Sikkim,0.7
2020-10-27,Sikkim,0.9
2020-10-28,Sikkim,1.1
2020-10-29,Sikkim,1.2
2020-10-30,Sikkim,1.3
2020-10-31,Sikkim,1.3
2020-11-01,Sikkim,1.1
2020-11-02,Sikkim,1.4
2020-11-03,Sikkim,1.4
2020-11-04,Sikkim,1.4
2020-11-05,Sikkim,1.4
2020-11-06,Sikkim,1.5
2020-11-07,Sikkim,1.5
2020-11-08,Sikkim,1.3
2020-11-09,Sikkim,1.5
2020-11-10,Sikkim,1.5
2020-11-11,Sikkim,1.5
2020-11-12,Sikkim,1.5
2020-11-13,Sikkim,1.5
2020-11-14,Sikkim,1.3
2020-11-15,Sikkim,1.2
2020-11-16,Sikkim,1.1
2020-11-17,Sikkim,1.3
2020-11-18,Sikkim,1.3
2020-11-19,Sikkim,1.5
2020-11-20,Sikkim,1.6
2020-11-21,Sikkim,1.6
2020-11-22,Sikkim,1.3
2020-11-23,Sikkim,1.5
2020-11-24,Sikkim,1.5
2020-11-25,Sikkim,1.5
2020-11-26,Sikkim,1.6
2020-11-27,Sikkim,1.6
2020-11-28,Sikkim,1.7
2020-11-29,Sikkim,1.4
2020-11-30,Sikkim,1.6
2020-12-01,Sikkim,1.6
2020-12-02,Sikkim,1.6
2020-12-03,Sikkim,1.7
2020-12-04,Sikkim,1.6
2020-12-05,Sikkim,1.6
2019-01-01,Tamil Nadu,270.0
2019-01-02,Tamil Nadu,279.2
2019-01-03,Tamil Nadu,287.9
2019-01-04,Tamil Nadu,289.4
2019-01-05,Tamil Nadu,281.3
2019-01-06,Tamil Nadu,267.8
2019-01-07,Tamil Nadu,285.0
2019-01-08,Tamil Nadu,296.5
2019-01-09,Tamil Nadu,296.1
2019-01-10,Tamil Nadu,293.2
2019-01-11,Tamil Nadu,295.2
2019-01-12,Tamil Nadu,290.2
2019-01-13,Tamil Nadu,275.1
2019-01-14,Tamil Nadu,275.1
2019-01-15,Tamil Nadu,240.3
2019-01-16,Tamil Nadu,227.9
2019-01-17,Tamil Nadu,238.1
2019-01-18,Tamil Nadu,265.1
2019-01-19,Tamil Nadu,268.0
2019-01-20,Tamil Nadu,264.6
2019-01-21,Tamil Nadu,278.2
2019-01-22,Tamil Nadu,281.6
2019-01-23,Tamil Nadu,289.8
2019-01-24,Tamil Nadu,294.9
2019-01-25,Tamil Nadu,298.9
2019-01-26,Tamil Nadu,283.2
2019-01-27,Tamil Nadu,272.9
2019-01-28,Tamil Nadu,295.0
2019-01-29,Tamil Nadu,297.2
2019-01-30,Tamil Nadu,304.7
2019-01-31,Tamil Nadu,301.5
2019-02-01,Tamil Nadu,302.2
2019-02-02,Tamil Nadu,294.6
2019-02-03,Tamil Nadu,282.4
2019-02-04,Tamil Nadu,296.5
2019-02-05,Tamil Nadu,303.4
2019-02-06,Tamil Nadu,310.3
2019-02-07,Tamil Nadu,311.4
2019-02-08,Tamil Nadu,318.9
2019-02-09,Tamil Nadu,313.6
2019-02-10,Tamil Nadu,291.0
2019-02-11,Tamil Nadu,301.7
2019-02-12,Tamil Nadu,309.9
2019-02-13,Tamil Nadu,310.6
2019-02-14,Tamil Nadu,313.9
2019-02-15,Tamil Nadu,321.4
2019-02-16,Tamil Nadu,315.8
2019-02-17,Tamil Nadu,301.0
2019-02-18,Tamil Nadu,319.7
2019-02-19,Tamil Nadu,330.9
2019-02-20,Tamil Nadu,326.0
2019-02-21,Tamil Nadu,323.0
2019-02-22,Tamil Nadu,321.0
2019-02-23,Tamil Nadu,318.7
2019-02-24,Tamil Nadu,294.7
2019-02-25,Tamil Nadu,318.5
2019-02-26,Tamil Nadu,327.6
2019-02-27,Tamil Nadu,332.8
2019-02-28,Tamil Nadu,335.5
2019-03-01,Tamil Nadu,340.9
2019-03-02,Tamil Nadu,334.6
2019-03-03,Tamil Nadu,312.9
2019-03-04,Tamil Nadu,334.5
2019-03-05,Tamil Nadu,343.9
2019-03-06,Tamil Nadu,344.3
2019-03-07,Tamil Nadu,347.7
2019-03-08,Tamil Nadu,349.0
2019-03-09,Tamil Nadu,344.7
2019-03-10,Tamil Nadu,319.5
2019-03-11,Tamil Nadu,340.7
2019-03-12,Tamil Nadu,343.0
2019-03-13,Tamil Nadu,340.0
2019-03-14,Tamil Nadu,341.4
2019-03-15,Tamil Nadu,340.8
2019-03-16,Tamil Nadu,339.5
2019-03-17,Tamil Nadu,313.3
2019-03-18,Tamil Nadu,338.2
2019-03-19,Tamil Nadu,348.0
2019-03-20,Tamil Nadu,349.7
2019-03-21,Tamil Nadu,339.8
2019-03-22,Tamil Nadu,347.6
2019-03-23,Tamil Nadu,349.2
2019-03-24,Tamil Nadu,328.1
2019-03-25,Tamil Nadu,345.9
2019-03-26,Tamil Nadu,341.9
2019-03-27,Tamil Nadu,350.1
2019-03-28,Tamil Nadu,346.0
2019-03-29,Tamil Nadu,351.1
2019-03-30,Tamil Nadu,349.3
2019-03-31,Tamil Nadu,327.0
2019-04-01,Tamil Nadu,342.7
2019-04-02,Tamil Nadu,350.4
2019-04-03,Tamil Nadu,357.3
2019-04-04,Tamil Nadu,356.9
2019-04-05,Tamil Nadu,355.1
2019-04-06,Tamil Nadu,353.5
2019-04-07,Tamil Nadu,323.7
2019-04-08,Tamil Nadu,349.6
2019-04-09,Tamil Nadu,359.6
2019-04-10,Tamil Nadu,362.8
2019-04-11,Tamil Nadu,362.1
2019-04-12,Tamil Nadu,365.4
2019-04-13,Tamil Nadu,361.5
2019-04-14,Tamil Nadu,332.8
2019-04-15,Tamil Nadu,352.6
2019-04-16,Tamil Nadu,362.1
2019-04-17,Tamil Nadu,360.3
2019-04-18,Tamil Nadu,306.4
2019-04-19,Tamil Nadu,329.0
2019-04-20,Tamil Nadu,330.5
2019-04-21,Tamil Nadu,304.2
2019-04-22,Tamil Nadu,324.7
2019-04-23,Tamil Nadu,323.2
2019-04-24,Tamil Nadu,337.7
2019-04-25,Tamil Nadu,342.2
2019-04-26,Tamil Nadu,352.2
2019-04-27,Tamil Nadu,352.2
2019-04-28,Tamil Nadu,325.7
